,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1,Up in XX,Up in XX,GO:0030099,myeloid cell differentiation,109/1869,480/28891,1.84719650487497e-31,1.11921636230374e-27,5.67769873077359e-28,Acvr1b/Adam8/Alas2/Ank1/Bmp2/Bmyc/Bpgm/C1qc/Car2/Cbfa2t3/Ccl3/Ccl9/Ccr1/Cd74/Cdc73/Cebpa/Cebpb/Clec5a/Csf1r/Csf3r/Dab2/Dmtn/Efna2/Evi2b/Fam20c/Fam210b/Fas/Fcer1g/Fech/Foxp1/Fstl3/Gata1/Gfi1b/Gpr137/Gpr183/Gpr55/Gsk3b/Hba-a1/Hba-a2/Hba-x/Hcls1/Hhex/Hscb/Ikzf1/Il23a/Inpp4b/Inpp5d/Irf8/Itgb3/Jag1/Kitl/Klf1/Klf10/Klf13/Kmt2e/Lbr/Ldb1/Lef1/Lilrb4a/Lmo2/Lrrc17/Lrrk1/Lyn/Maf/Mturn/Myd88/Myh9/Nckap1l/Nfix/Notch2/Nrros/P4htm/Pip4k2a/Ppp3ca/Prdm16/Ptpn6/Rab7b/Rassf2/Rbm15/Rhag/Rhd/Runx1/Sbno2/Setd1a/Sh2b3/Slc1a5/Slc4a1/Smap1/Sp3/Spi1/Stat5a/Tal1/Tfe3/Tgfb1/Tifab/Tlr4/Tmem178/Tnfrsf11a/Tob2/Trem2/Trim10/Trim58/Tyrobp/Vegfa/Zbtb16/Zbtb7a/Zfp36l1/Zfp385a/Zfpm1,109
2,Up in XX,Up in XX,GO:0006909,phagocytosis,68/1869,242/28891,9.95474316593151e-26,3.01578944211895e-22,1.52988684444842e-22,4933434E20Rik/Abca1/Abca7/Abl1/Abr/Aif1/Anxa1/Anxa3/Apoa1/Arhgap25/Bin2/Btk/Camk1d/Ccl2/Cd300a/Cd36/Cfp/Clec7a/Coro1a/Coro1c/Csk/Dock2/Fcer1g/Fcgr1/Fcgr2b/Fcgr3/Hck/Il2rb/Irf8/Itgb2/Itgb3/Lrp1/Msr1/Mst1r/Myd88/Myh9/Myo1g/Ncf2/Ncf4/Nckap1l/Nfix/P2rx7/P2ry6/Pecam1/Plcg2/Pld4/Pten/Ptprc/Pycard/Rab11fip2/Rab27a/Rab7b/Rap1a/Rapgef1/Sh3bp1/Sirpa/Slc11a1/Sod1/Syt11/Syt7/Tgfb1/Ticam2/Tlr4/Trem2/Tyrobp/Unc13d/Vav1/Xkr8,68
4,Up in XX,Up in XX,GO:0050900,leukocyte migration,87/1869,398/28891,4.07578092808408e-24,6.17378916081536e-21,3.13191587105408e-21,Abl1/Abr/Adam8/Add2/Aif1/Alox5/Anxa1/Asb2/C3ar1/C5ar1/Camk1d/Ccl12/Ccl2/Ccl3/Ccl4/Ccl6/Ccl7/Ccl9/Ccr1/Cd200/Cd200r1/Cd300a/Cd34/Cd74/Chga/Chst2/Cmklr1/Coro1a/Csf1r/Csf3r/Cx3cl1/Cx3cr1/Cxcl16/Dapk2/Dbh/Dock8/Edn2/Emp2/Fcer1g/Fcgr3/Gpr183/Gpsm3/Icam1/Il16/Il1r1/Il23a/Irak4/Itga1/Itga6/Itga7/Itgb2/Itgb3/Kitl/Lgals3/Lgals9/Lgmn/Lyn/Lyve1/Mcu/Mdk/Myd88/Myo1f/Myo1g/Nckap1l/P2ry12/Pdgfb/Pecam1/Plec/Podxl/Prex1/Ptpro/Pycard/Rac2/Rock1/S1pr1/Selplg/Sirpa/Slc8b1/Slit2/Smpd3/Spi1/Tgfb1/Tmem102/Trem2/Vav1/Vav3/Vegfa,87
5,Up in XX,Up in XX,GO:0043087,regulation of GTPase activity,80/1869,345/28891,5.13404131284588e-24,6.22143126290663e-21,3.15608434389684e-21,Abr/Adap2/Agap1/Arap3/Arfgef1/Arhgap22/Arhgap25/Arhgap27/Arhgap29/Arhgap44/Arhgap9/Arhgef16/Arhgef19/Arrb1/Arrb2/Asap3/Bves/Cav2/Ccl12/Ccl2/Ccl3/Ccl4/Ccl6/Ccl7/Ccl9/Coro1c/Cpeb2/Cx3cl1/Dennd1a/Dennd1b/Dock8/Dock9/Epha5/Erbb2/Gmip/Gnao1/Gpr65/Grhl3/Gsk3b/Icam1/Iqgap2/Itga6/Lims1/Mapre2/Pecam1/Picalm/Pip5k1a/Plxna2/Plxna3/Plxna4/Plxnb2/Plxnd1/Prex1/Pycard/Rab11fip2/Ralbp1/Rap1a/Rapgef1/Rasa1/Rasa3/Rasa4/Rasgrp4/Rgs1/Rgs4/S1pr1/Sema4d/Sgsm2/Sh3bp1/Sipa1l3/Sod1/Spry2/Tbc1d10b/Tbc1d4/Tbc1d8b/Tbck/Vav1/Vav2/Vav3/Wnt11/Wnt4,80
7,Up in XX,Up in XX,GO:0070661,leukocyte proliferation,87/1869,425/28891,4.43616731118706e-22,3.83981967692605e-19,1.9479110599498e-19,Abl1/Adk/Aif1/Anxa1/Arg1/Bax/Bcl2l1/Btk/Ccl12/Ccnd3/Cd180/Cd300a/Cd44/Cd74/Cd86/Cdkn1a/Cebpb/Coro1a/Csf1r/Csf2rb/Cx3cl1/Dlg1/Dock2/Dock8/Ebi3/Emp2/Ephb2/Erbb2/Fcgr2b/Flt3l/Gal/Gpr183/Gsk3b/H2-D1/H2-K1/Hhex/Ifnar2/Igf1/Igf2/Ihh/Il18/Il23a/Il6st/Inpp5d/Irgm1/Itgb2/Jak3/Kitl/Laptm5/Lef1/Lgals3/Lgals9/Lilrb4a/Lmo1/Lst1/Lyn/Mapk8ip1/Myd88/Nckap1l/Nfix/P2rx7/Ppp3ca/Prkcd/Pten/Ptpn6/Ptprc/Pycard/Rac2/Rassf5/Sash3/Shh/Siglecg/Slc11a1/Slc4a1/Slc7a1/Slfn2/Sox11/Spta1/Stat5a/Tgfb1/Tlr4/Tnfrsf1b/Trem2/Tyrobp/Vav3/Wnt4/Zbtb7b,87
8,Up in XX,Up in XX,GO:0048872,homeostasis of number of cells,83/1869,401/28891,1.91475598953828e-21,1.45018831757655e-18,7.35669406506811e-19,Abl1/Acvr1b/Alas2/Ampd3/Ank1/Anxa1/Bax/Bpgm/Btk/Card9/Ccl2/Ccnb2/Cd44/Cd74/Coro1a/Csf1r/Cx3cr1/Dmtn/Fam210b/Fas/Fcer1g/Fcgr2b/Fech/Flt3l/Foxa3/Gata1/Gfi1b/Gpr183/Hba-a1/Hba-a2/Hba-x/Hcls1/Hscb/Ikbkg/Ikzf1/Il18/Inpp5d/Jak3/Kitl/Klf1/Klf13/Kmt2e/Kras/Ldb1/Lgals2/Lgr4/Lilrb4a/Lmo1/Lmo2/Lyn/Nckap1l/Nfix/P2rx7/P4htm/Pik3cd/Rassf2/Rhag/Rhd/Sash3/Setd1a/Sh2b3/Slc1a5/Slc40a1/Slc4a1/Slc7a11/Smap1/Sod1/Sp3/Spi1/Spta1/Stat5a/Tal1/Tex15/Tgfb1/Tgfb2/Trim10/Trim58/Vegfa/Wdr37/Xkr8/Zbtb7a/Zfp36l1/Zfpm1,83
9,Up in XX,Up in XX,GO:0018212,peptidyl-tyrosine modification,73/1869,324/28891,3.0062196847783e-21,2.02385389667464e-18,1.02668555316405e-18,Abi2/Abi3/Abl1/Agtr1a/Arrb2/Bank1/Btk/Cav2/Cd300a/Cd36/Cd44/Cd74/Clec4n/Clec7a/Csf1r/Cspg4/Dmtn/Efna1/Ephb2/Erbb2/Fgfr2/Gata1/Gprc5a/Hck/Hcls1/Hk1/Icam1/Ifnar1/Igf1/Igf2/Il18/Il23a/Il6ra/Il6st/Inpp5f/Isl1/Itgb2/Itgb3/Jak3/Kitl/Lilrb4a/Lrrk1/Lyn/Osbp/Parp9/Pdgfb/Pdgfc/Pecam1/Plcg2/Ppp2r5b/Prkcd/Prkcz/Ptpn4/Ptpn6/Ptprc/Rap2b/Rasa1/Samsn1/Sema4d/Sh3bp5l/Socs4/Stat5a/Tgfa/Tgfb1/Tlr4/Tmem102/Tnk2/Tpst2/Traf3ip1/Trem2/Unc119/Vegfa/Zzef1,73
10,Up in XX,Up in XX,GO:0002274,myeloid leukocyte activation,67/1869,280/28891,4.04136185134905e-21,2.44866114573239e-18,1.2421870111515e-18,Abr/Aif1/Anxa1/Anxa3/Btk/C1qa/C5ar1/Casp1/Cd200/Cd300a/Cd48/Cd84/Cebpa/Chga/Cnr1/Crtc3/Csf1r/Ctsc/Cx3cl1/Cx3cr1/Dnase1l3/Dock2/Edn2/Fcer1g/Fcgr3/Flt3l/Foxp1/Gata1/Ifi35/Ifngr1/Ifngr2/Il16/Il18/Irgm1/Itgb2/Kmt2e/Lcp2/Lgals9/Lilrb4a/Lyn/Milr1/Myd88/Myo1f/Notch2/Pi4k2a/Pja2/Plcg2/Prkcd/Ptpn6/Pycard/Rac2/Sbno2/Slc11a1/Slc18a2/Snca/Spi1/Stx11/Stx4a/Stxbp1/Syt11/Tgfb1/Tlr4/Tmem106a/Tmem229b/Trem2/Tyrobp/Unc13d,67
13,Up in XX,Up in XX,GO:0042330,taxis,89/1869,464/28891,1.44412430736164e-20,6.73073013715704e-18,3.41444775505747e-18,Adam8/Agtr1a/Aif1/Alox5/Anxa1/Apoa1/Arhgef16/Arrb2/Bin2/C3ar1/C5ar1/Camk1d/Ccl12/Ccl2/Ccl3/Ccl4/Ccl6/Ccl7/Ccl9/Ccr1/Ccrl2/Cd74/Chga/Cmklr1/Coro1a/Csf1r/Csf3r/Cx3cl1/Cx3cr1/Cxcl16/Cysltr1/Dapk2/Dock2/Dock4/Dusp3/Edn2/Efnb2/Fcer1g/Fcgr3/Fgf18/Gpr183/Gpsm3/Il16/Il23a/Itga1/Itgb2/Itgb3/Lef1/Lgals3/Lgals9/Lgmn/Lgr4/Lrp1/Lsp1/Lyn/Mcu/Mdk/Megf8/Nckap1l/P2ry12/Pdgfb/Pik3cd/Pik3cg/Pip5k1a/Plec/Plxna3/Plxna4/Prex1/Prkcd/Ptpro/Rac2/Rho/S1pr1/Sema3e/Sema4b/Sema4d/Sema6d/Shh/Slc8b1/Slit2/Spi1/Stx4a/Tgfb1/Tmem102/Trem2/Vav1/Vav3/Vegfa/Wnt7b,89
21,Up in XX,Up in XX,GO:0007015,actin filament organization,88/1869,471/28891,1.41552680401237e-19,4.08413185976711e-17,2.07184875574742e-17,Abi2/Abl1/Acta1/Actc1/Actr2/Add2/Aif1/Apoa1/Aqp2/Arfgef1/Arhgap25/Arhgef18/Arrb1/Asap3/Cap2/Cd2ap/Cnn1/Cobl/Coro1a/Coro1c/Coro2b/Coro7/Cx3cl1/Cyfip2/Dlg1/Dmtn/Eln/Emp2/Enah/Gmfg/Gpr65/Grb2/Hcls1/Icam1/Iqgap2/Kank3/Kank4/Lcp1/Lmod1/Map3k1/Mtss1/Myh9/Myo1a/Myo1f/Myo1g/Myo5a/Myo5b/Myo5c/Myo6/Nckap1l/Nostrin/Nrap/Pecam1/Plec/Plek/Pls3/Ppm1e/Prex1/Prkcd/Pycard/Rac2/Rasa1/Rgcc/Rgs4/Rhobtb1/Rhobtb2/Rhpn2/S1pr1/Samd14/Sh3bp1/Sh3d21/Shroom3/Sirpa/Slit2/Sorbs1/Spta1/Sptb/Ssh2/Synpo/Tagln2/Tmod1/Tmsb15l/Vasp/Vil1/Was/Wasf1/Wnt11/Wnt4,88
